#{"t_start": 1784182486.7544653, "env_id": "CartPole-v1"}
r,l,t
31.0,31,149.524044
10.0,10,149.524044
10.0,10,149.53967
20.0,20,149.53967
13.0,13,149.53967
16.0,16,149.53967
13.0,13,149.53967
18.0,18,149.558857
14.0,14,149.558857
17.0,17,149.558857
60.0,60,149.93141
17.0,17,149.93141
40.0,40,149.947034
20.0,20,149.963035
43.0,43,149.978868
36.0,36,150.010449
14.0,14,150.010449
18.0,18,150.026072
13.0,13,150.026072
13.0,13,150.042077
13.0,13,150.042077
15.0,15,150.387106
20.0,20,150.387106
15.0,15,150.387106
18.0,18,150.387106
14.0,14,150.402729
13.0,13,150.402729
33.0,33,150.402729
19.0,19,150.418353
10.0,10,150.418353
13.0,13,150.418353
27.0,27,150.434233
23.0,23,150.449858
15.0,15,150.449858
11.0,11,150.449858
11.0,11,150.449858
34.0,34,150.828377
25.0,25,150.844002
94.0,94,150.859623
16.0,16,150.859623
16.0,16,150.859623
21.0,21,150.87548
15.0,15,150.87548
25.0,25,150.87548
14.0,14,150.89117
19.0,19,151.204579
14.0,14,151.204579
13.0,13,151.204579
17.0,17,151.204579
46.0,46,151.220424
55.0,55,151.236047
39.0,39,151.236047
24.0,24,151.236047
38.0,38,151.549543
20.0,20,151.549543
22.0,22,151.565166
24.0,24,151.581056
26.0,26,151.596669
12.0,12,151.596669
9.0,9,151.596669
16.0,16,151.612291
14.0,14,151.612291
15.0,15,151.627917
13.0,13,151.627917
31.0,31,151.643994
11.0,11,151.643994
19.0,19,151.65973
12.0,12,151.65973
13.0,13,152.003642
22.0,22,152.019264
104.0,104,152.034888
11.0,11,152.034888
57.0,57,152.051121
13.0,13,152.051121
96.0,96,152.411827
15.0,15,152.42745
99.0,99,152.458956
96.0,96,152.835485
38.0,38,152.851108
20.0,20,152.851108
25.0,25,152.851108
10.0,10,152.851108
30.0,30,152.867014
17.0,17,152.867014
26.0,26,152.882697
22.0,22,152.882697
22.0,22,152.882697
14.0,14,152.882697
34.0,34,153.276598
50.0,50,153.276598
28.0,28,153.29244
49.0,49,153.29244
95.0,95,153.30806
14.0,14,153.323682
17.0,17,153.842436
86.0,86,153.858061
30.0,30,153.873683
13.0,13,153.873683
13.0,13,153.873683
11.0,11,153.889501
20.0,20,153.889501
65.0,65,153.90529
14.0,14,154.217761
15.0,15,154.217761
11.0,11,154.217761
17.0,17,154.233489
14.0,14,154.233489
45.0,45,154.233489
17.0,17,154.249117
11.0,11,154.249117
14.0,14,154.249117
34.0,34,154.249117
55.0,55,154.265034
13.0,13,154.265034
11.0,11,154.594355
13.0,13,154.594355
10.0,10,154.594355
14.0,14,154.594355
94.0,94,154.609979
44.0,44,154.625602
10.0,10,154.625602
13.0,13,154.625602
57.0,57,154.971038
16.0,16,154.971038
15.0,15,154.971038
10.0,10,154.971038
15.0,15,154.971038
11.0,11,154.986954
37.0,37,154.986954
16.0,16,155.002866
29.0,29,155.002866
12.0,12,155.002866
14.0,14,155.018699
25.0,25,155.018699
11.0,11,155.018699
34.0,34,155.034814
25.0,25,155.474785
10.0,10,155.474785
14.0,14,155.474785
37.0,37,155.474785
16.0,16,155.490403
12.0,12,155.490403
14.0,14,155.490403
46.0,46,155.61539
92.0,92,155.9602
21.0,21,155.975823
18.0,18,155.975823
13.0,13,155.975823
17.0,17,155.991446
23.0,23,155.991446
25.0,25,155.991446
16.0,16,155.991446
13.0,13,156.007315
19.0,19,156.007315
16.0,16,156.007315
14.0,14,156.007315
12.0,12,156.023112
16.0,16,156.023112
29.0,29,156.038746
17.0,17,156.352691
34.0,34,156.352691
17.0,17,156.352691
29.0,29,156.368314
33.0,33,156.368314
89.0,89,156.399561
16.0,16,156.399561
15.0,15,156.399561
19.0,19,156.777187
55.0,55,156.793108
13.0,13,156.793108
63.0,63,156.824657
54.0,54,156.824657
14.0,14,156.8404
13.0,13,156.8404
35.0,35,157.217023
13.0,13,157.217023
24.0,24,157.232764
17.0,17,157.232764
16.0,16,157.248391
13.0,13,157.248391
13.0,13,157.248391
12.0,12,157.248391
12.0,12,157.248391
23.0,23,157.264015
13.0,13,157.264015
21.0,21,157.264015
13.0,13,157.279868
27.0,27,157.279868
13.0,13,157.279868
13.0,13,157.279868
15.0,15,157.640433
16.0,16,157.640433
15.0,15,157.640433
10.0,10,157.640433
29.0,29,157.65633
31.0,31,157.672003
27.0,27,157.687893
14.0,14,157.704013
15.0,15,157.704013
14.0,14,157.720129
14.0,14,157.720129
13.0,13,157.736232
19.0,19,157.736232
11.0,11,157.752322
15.0,15,157.752322
16.0,16,158.066407
15.0,15,158.08223
14.0,14,158.08223
30.0,30,158.08223
31.0,31,158.0981
11.0,11,158.0981
12.0,12,158.0981
13.0,13,158.0981
15.0,15,158.114186
12.0,12,158.114186
32.0,32,158.129876
14.0,14,158.145511
17.0,17,158.145511
22.0,22,158.161133
15.0,15,158.489429
24.0,24,158.505295
11.0,11,158.505295
16.0,16,158.505295
11.0,11,158.505295
12.0,12,158.505295
31.0,31,158.521169
18.0,18,158.521169
10.0,10,158.521169
10.0,10,158.521169
19.0,19,158.53706
18.0,18,158.53706
11.0,11,158.53706
13.0,13,158.53706
16.0,16,158.552967
11.0,11,158.552967
14.0,14,158.552967
38.0,38,158.881617
14.0,14,158.881617
14.0,14,158.897246
15.0,15,158.897246
86.0,86,158.912869
14.0,14,158.912869
70.0,70,158.928493
20.0,20,159.305922
10.0,10,159.305922
20.0,20,159.32203
20.0,20,159.32203
10.0,10,159.338085
22.0,22,159.353705
25.0,25,159.36933
16.0,16,159.36933
15.0,15,159.36933
12.0,12,159.385347
15.0,15,159.385347
13.0,13,159.400981
20.0,20,159.416604
26.0,26,159.432226
39.0,39,159.777128
13.0,13,159.792753
15.0,15,159.792753
12.0,12,159.792753
31.0,31,159.808814
14.0,14,159.808814
34.0,34,159.824448
30.0,30,159.824448
13.0,13,159.840071
13.0,13,159.840071
24.0,24,159.840071
14.0,14,159.856126
14.0,14,159.856126
17.0,17,160.185
15.0,15,160.185
17.0,17,160.185
26.0,26,160.201041
94.0,94,160.217027
10.0,10,160.217027
17.0,17,160.217027
54.0,54,160.232917
27.0,27,160.56345
18.0,18,160.579078
39.0,39,160.594703
12.0,12,160.610333
40.0,40,160.610333
34.0,34,160.626025
26.0,26,160.641648
19.0,19,160.641648
34.0,34,160.641648
11.0,11,160.657194
21.0,21,160.986621
47.0,47,161.00224
18.0,18,161.00224
13.0,13,161.00224
19.0,19,161.017864
15.0,15,161.017864
16.0,16,161.017864
18.0,18,161.017864
14.0,14,161.033486
15.0,15,161.033486
30.0,30,161.033486
25.0,25,161.049109
17.0,17,161.049109
13.0,13,161.361915
14.0,14,161.377538
11.0,11,161.377538
17.0,17,161.377538
31.0,31,161.393213
14.0,14,161.393213
17.0,17,161.393213
15.0,15,161.393213
12.0,12,161.393213
9.0,9,161.409222
15.0,15,161.409222
9.0,9,161.409222
14.0,14,161.409222
20.0,20,161.425092
15.0,15,161.440729
15.0,15,161.456351
14.0,14,161.456351
14.0,14,161.848644
12.0,12,161.848644
31.0,31,161.848644
12.0,12,161.864772
12.0,12,161.864772
13.0,13,161.864772
8.0,8,161.864772
13.0,13,161.864772
20.0,20,161.880559
19.0,19,161.880559
36.0,36,161.880559
17.0,17,161.896297
16.0,16,161.896297
13.0,13,161.896297
15.0,15,161.896297
35.0,35,162.257486
13.0,13,162.257486
13.0,13,162.273316
18.0,18,162.273316
42.0,42,162.273316
19.0,19,162.289387
46.0,46,162.305249
12.0,12,162.32086
29.0,29,162.336481
19.0,19,162.336481
13.0,13,162.352106
23.0,23,162.712389
12.0,12,162.712389
10.0,10,162.712389
14.0,14,162.712389
15.0,15,162.728494
14.0,14,162.728494
12.0,12,162.728494
18.0,18,162.728494
13.0,13,162.728494
14.0,14,162.744344
19.0,19,162.744344
17.0,17,162.744344
31.0,31,162.760196
13.0,13,162.760196
62.0,62,163.297676
10.0,10,163.297676
11.0,11,163.297676
9.0,9,163.297676
18.0,18,163.313415
40.0,40,163.313415
15.0,15,163.313415
11.0,11,163.329538
26.0,26,163.329538
10.0,10,163.329538
13.0,13,163.329538
14.0,14,163.329538
18.0,18,163.345412
16.0,16,163.345412
13.0,13,163.345412
20.0,20,163.690667
12.0,12,163.690667
11.0,11,163.690667
18.0,18,163.706289
37.0,37,163.706289
61.0,61,163.721913
13.0,13,163.721913
13.0,13,163.721913
15.0,15,163.737536
22.0,22,163.737536
14.0,14,163.737536
13.0,13,163.75316
18.0,18,164.097397
25.0,25,164.097397
24.0,24,164.097397
12.0,12,164.113021
21.0,21,164.113021
13.0,13,164.113021
19.0,19,164.128643
14.0,14,164.128643
18.0,18,164.128643
13.0,13,164.128643
17.0,17,164.144918
17.0,17,164.144918
18.0,18,164.144918
16.0,16,164.159924
14.0,14,164.159924
13.0,13,164.537804
10.0,10,164.537804
41.0,41,164.553427
37.0,37,164.553427
47.0,47,164.569049
42.0,42,164.584672
24.0,24,164.584672
16.0,16,164.584672
45.0,45,165.057039
11.0,11,165.057039
16.0,16,165.057039
20.0,20,165.07266
14.0,14,165.088284
28.0,28,165.103913
13.0,13,165.103913
14.0,14,165.119531
21.0,21,165.119531
11.0,11,165.119531
10.0,10,165.135153
13.0,13,165.135153
70.0,70,165.182094
13.0,13,165.52641
22.0,22,165.542346
12.0,12,165.542346
26.0,26,165.557961
27.0,27,165.557961
14.0,14,165.573848
12.0,12,165.573848
21.0,21,165.589901
32.0,32,165.605958
14.0,14,165.605958
16.0,16,165.621973
30.0,30,165.621973
29.0,29,166.123338
16.0,16,166.123338
14.0,14,166.13896
14.0,14,166.13896
12.0,12,166.13896
16.0,16,166.13896
16.0,16,166.154584
17.0,17,166.154584
25.0,25,166.154584
13.0,13,166.154584
43.0,43,166.170474
11.0,11,166.170474
91.0,91,166.500397
36.0,36,166.51602
17.0,17,166.51602
17.0,17,166.51602
10.0,10,166.531829
10.0,10,166.531829
26.0,26,166.531829
11.0,11,166.531829
14.0,14,166.531829
15.0,15,166.547907
15.0,15,166.547907
30.0,30,166.547907
99.0,99,166.891763
18.0,18,166.891763
87.0,87,166.907386
12.0,12,166.907386
23.0,23,166.923009
25.0,25,166.923009
24.0,24,167.268179
20.0,20,167.268179
10.0,10,167.268179
54.0,54,167.284052
11.0,11,167.284052
13.0,13,167.284052
45.0,45,167.315625
12.0,12,167.315625
10.0,10,167.331434
13.0,13,167.331434
17.0,17,167.347065
40.0,40,167.724039
51.0,51,167.740503
26.0,26,167.755509
12.0,12,167.755509
36.0,36,167.786972
12.0,12,167.786972
12.0,12,167.802596
23.0,23,167.818219
13.0,13,167.818219
16.0,16,167.833842
59.0,59,168.226881
35.0,35,168.2425
15.0,15,168.2425
51.0,51,168.258518
14.0,14,168.258518
16.0,16,168.258518
15.0,15,168.274146
22.0,22,168.274146
11.0,11,168.274146
30.0,30,168.2901
40.0,40,168.2901
15.0,15,168.649897
15.0,15,168.649897
37.0,37,168.649897
35.0,35,168.665516
100.0,100,168.728155
36.0,36,168.743777
18.0,18,168.743777
23.0,23,169.185816
28.0,28,169.185816
17.0,17,169.201771
23.0,23,169.201771
22.0,22,169.201771
17.0,17,169.217603
16.0,16,169.217603
18.0,18,169.217603
14.0,14,169.233231
18.0,18,169.233231
15.0,15,169.233231
16.0,16,169.233231
19.0,19,169.249329
14.0,14,169.579469
11.0,11,169.579469
12.0,12,169.579469
12.0,12,169.595087
27.0,27,169.610713
10.0,10,169.610713
19.0,19,169.610713
15.0,15,169.626776
26.0,26,169.642743
67.0,67,169.658365
16.0,16,169.658365
38.0,38,170.019225
16.0,16,170.034848
19.0,19,170.034848
14.0,14,170.034848
11.0,11,170.034848
14.0,14,170.050474
14.0,14,170.050474
14.0,14,170.050474
10.0,10,170.050474
29.0,29,170.050474
12.0,12,170.066095
18.0,18,170.066095
10.0,10,170.066095
38.0,38,170.081963
16.0,16,170.081963
89.0,89,170.522441
23.0,23,170.538469
18.0,18,170.554334
10.0,10,170.554334
18.0,18,170.569967
23.0,23,170.569967
65.0,65,170.585758
15.0,15,170.585758
11.0,11,170.585758
43.0,43,170.914667
20.0,20,170.914667
17.0,17,170.914667
13.0,13,170.930554
11.0,11,170.930554
15.0,15,170.930554
50.0,50,170.946179
14.0,14,170.946179
14.0,14,170.946179
35.0,35,170.961801
11.0,11,170.961801
43.0,43,171.338987
14.0,14,171.338987
13.0,13,171.338987
17.0,17,171.338987
12.0,12,171.338987
15.0,15,171.35491
12.0,12,171.35491
19.0,19,171.35491
14.0,14,171.35491
17.0,17,171.371003
10.0,10,171.371003
29.0,29,171.371003
10.0,10,171.371003
18.0,18,171.386737
30.0,30,171.386737
12.0,12,171.700581
11.0,11,171.700581
13.0,13,171.700581
14.0,14,171.700581
10.0,10,171.700581
16.0,16,171.71645
94.0,94,171.732073
9.0,9,171.732073
15.0,15,171.732073
13.0,13,171.732073
11.0,11,171.747697
17.0,17,171.747697
14.0,14,171.747697
15.0,15,172.060848
12.0,12,172.076458
19.0,19,172.076458
13.0,13,172.076458
23.0,23,172.092081
17.0,17,172.092081
15.0,15,172.092081
85.0,85,172.107705
12.0,12,172.107705
14.0,14,172.123327
10.0,10,172.123327
19.0,19,172.123327
12.0,12,172.500121
25.0,25,172.500121
41.0,41,172.515992
105.0,105,172.547507
32.0,32,172.547507
10.0,10,172.547507
50.0,50,172.971018
16.0,16,172.971018
21.0,21,172.971018
14.0,14,172.971018
20.0,20,172.986539
10.0,10,172.986539
38.0,38,172.986539
29.0,29,173.002577
13.0,13,173.002577
16.0,16,173.002577
18.0,18,173.002577
16.0,16,173.018567
9.0,9,173.018567
45.0,45,173.49114
17.0,17,173.49114
11.0,11,173.49114
9.0,9,173.49114
10.0,10,173.49114
15.0,15,173.50676
16.0,16,173.50676
28.0,28,173.50676
35.0,35,173.522383
16.0,16,173.522383
12.0,12,173.522383
16.0,16,173.538182
14.0,14,173.538182
13.0,13,173.538182
12.0,12,173.538182
13.0,13,173.538182
23.0,23,173.898531
19.0,19,173.898531
40.0,40,173.914154
16.0,16,173.914154
14.0,14,173.929781
26.0,26,173.929781
14.0,14,173.929781
16.0,16,173.929781
11.0,11,173.929781
12.0,12,173.9454
12.0,12,173.9454
12.0,12,173.9454
9.0,9,173.9454
50.0,50,174.496989
12.0,12,174.512613
13.0,13,174.512613
21.0,21,174.512613
11.0,11,174.512613
17.0,17,174.512613
12.0,12,174.528315
28.0,28,174.528315
16.0,16,174.528315
27.0,27,174.543949
20.0,20,174.543949
37.0,37,174.543949
13.0,13,174.559728
95.0,95,174.888657
92.0,92,174.920433
54.0,54,174.936045
12.0,12,174.936045
22.0,22,175.391018
93.0,93,175.422518
27.0,27,175.422518
10.0,10,175.422518
13.0,13,175.422518
19.0,19,175.438599
29.0,29,175.438599
25.0,25,175.438599
15.0,15,175.454226
23.0,23,175.783239
25.0,25,175.799355
51.0,51,175.799355
20.0,20,175.815264
23.0,23,175.815264
12.0,12,175.815264
67.0,67,175.830884
22.0,22,175.846506
28.0,28,175.846506
25.0,25,176.240203
11.0,11,176.240203
39.0,39,176.255822
29.0,29,176.271445
10.0,10,176.271445
12.0,12,176.28786
11.0,11,176.28786
12.0,12,176.28786
14.0,14,176.28786
15.0,15,176.302868
84.0,84,176.632103
9.0,9,176.647727
11.0,11,176.647727
65.0,65,176.663349
29.0,29,176.663349
34.0,34,176.678975
13.0,13,176.678975
12.0,12,176.678975
101.0,101,177.197868
52.0,52,177.213492
32.0,32,177.229379
12.0,12,177.229379
15.0,15,177.229379
12.0,12,177.245259
11.0,11,177.245259
9.0,9,177.245259
13.0,13,177.245259
35.0,35,177.260883
18.0,18,177.260883
10.0,10,177.260883
18.0,18,177.589746
12.0,12,177.589746
18.0,18,177.605785
13.0,13,177.605785
52.0,52,177.621413
20.0,20,177.621413
27.0,27,177.621413
39.0,39,177.63753
16.0,16,177.63753
14.0,14,177.63753
34.0,34,177.653379
26.0,26,178.013382
92.0,92,178.029004
10.0,10,178.029004
17.0,17,178.029004
12.0,12,178.044628
15.0,15,178.044628
17.0,17,178.044628
11.0,11,178.044628
24.0,24,178.060251
91.0,91,178.390622
12.0,12,178.390622
24.0,24,178.406241
31.0,31,178.406241
20.0,20,178.406241
20.0,20,178.421864
67.0,67,178.437488
30.0,30,178.437488
18.0,18,178.751817
12.0,12,178.751817
35.0,35,178.767437
16.0,16,178.767437
16.0,16,178.767437
18.0,18,178.767437
13.0,13,178.767437
15.0,15,178.783166
12.0,12,178.783166
18.0,18,178.783166
19.0,19,178.798795
11.0,11,178.798795
57.0,57,179.127876
34.0,34,179.143546
11.0,11,179.143546
41.0,41,179.15942
18.0,18,179.15942
37.0,37,179.15942
20.0,20,179.15942
26.0,26,179.175336
19.0,19,179.175336
11.0,11,179.175336
19.0,19,179.190957
28.0,28,179.519777
17.0,17,179.519777
13.0,13,179.519777
21.0,21,179.519777
48.0,48,179.53546
17.0,17,179.53546
38.0,38,179.55109
23.0,23,179.55109
15.0,15,179.55109
25.0,25,179.566711
29.0,29,179.896049
14.0,14,179.896049
16.0,16,179.911671
14.0,14,179.911671
28.0,28,179.911671
81.0,81,179.927294
52.0,52,179.942917
24.0,24,179.95854
228.0,228,180.319003
15.0,15,180.319003
60.0,60,180.680336
11.0,11,180.680336
71.0,71,180.695958
80.0,80,180.711876
16.0,16,180.711876
72.0,72,181.103811
106.0,106,181.119932
74.0,74,181.13556
73.0,73,181.480385
10.0,10,181.480385
20.0,20,181.480385
71.0,71,181.496008
13.0,13,181.496008
91.0,91,181.527465
19.0,19,181.527465
16.0,16,181.527465
13.0,13,181.856684
13.0,13,181.856684
17.0,17,181.856684
12.0,12,181.872543
15.0,15,181.872543
12.0,12,181.872543
12.0,12,181.872543
15.0,15,181.888653
39.0,39,181.888653
12.0,12,181.90458
17.0,17,181.90458
19.0,19,181.90458
11.0,11,181.90458
12.0,12,181.90458
25.0,25,181.920199
13.0,13,181.920199
15.0,15,182.249766
12.0,12,182.249766
10.0,10,182.249766
20.0,20,182.26539
16.0,16,182.26539
12.0,12,182.26539
13.0,13,182.26539
37.0,37,182.281292
38.0,38,182.281292
15.0,15,182.281292
15.0,15,182.297117
12.0,12,182.297117
12.0,12,182.297117
13.0,13,182.297117
13.0,13,182.312752
13.0,13,182.659419
87.0,87,182.675042
79.0,79,182.690665
14.0,14,182.70629
11.0,11,182.70629
69.0,69,183.068585
41.0,41,183.084205
12.0,12,183.084205
14.0,14,183.084205
16.0,16,183.084205
14.0,14,183.099828
13.0,13,183.099828
12.0,12,183.099828
19.0,19,183.099828
16.0,16,183.11545
19.0,19,183.11545
9.0,9,183.11545
12.0,12,183.11545
25.0,25,183.131311
47.0,47,183.477395
11.0,11,183.477395
17.0,17,183.477395
40.0,40,183.493019
23.0,23,183.493019
13.0,13,183.493019
15.0,15,183.508641
21.0,21,183.508641
22.0,22,183.508641
24.0,24,183.508641
22.0,22,183.524266
11.0,11,183.524266
30.0,30,183.916856
18.0,18,183.932937
10.0,10,183.932937
21.0,21,183.948992
30.0,30,183.980247
15.0,15,183.980247
14.0,14,183.980247
14.0,14,183.995869
34.0,34,184.011848
43.0,43,184.027461
11.0,11,184.043083
46.0,46,184.35735
11.0,11,184.35735
32.0,32,184.372973
13.0,13,184.372973
13.0,13,184.372973
13.0,13,184.372973
30.0,30,184.388596
15.0,15,184.388596
14.0,14,184.388596
14.0,14,184.388596
12.0,12,184.404219
15.0,15,184.404219
14.0,14,184.404219
69.0,69,184.813969
78.0,78,184.860669
50.0,50,184.876291
27.0,27,184.891914
72.0,72,184.907538
9.0,9,185.316106
52.0,52,185.33173
16.0,16,185.33173
92.0,92,185.363022
35.0,35,185.378644
11.0,11,185.378644
24.0,24,185.378644
14.0,14,185.394268
16.0,16,185.723472
12.0,12,185.723472
20.0,20,185.723472
31.0,31,185.739422
14.0,14,185.739422
12.0,12,185.739422
20.0,20,185.739422
14.0,14,185.739422
32.0,32,185.755338
18.0,18,185.755338
23.0,23,185.755338
90.0,90,186.115737
27.0,27,186.115737
9.0,9,186.115737
13.0,13,186.131361
13.0,13,186.131361
12.0,12,186.131361
15.0,15,186.131361
12.0,12,186.131361
18.0,18,186.147281
95.0,95,186.163235
11.0,11,186.493267
23.0,23,186.493267
39.0,39,186.508891
14.0,14,186.508891
54.0,54,186.524513
49.0,49,186.524513
17.0,17,186.540136
17.0,17,186.540136
56.0,56,186.868532
27.0,27,186.884155
50.0,50,186.900168
10.0,10,186.900168
46.0,46,186.916062
18.0,18,186.916062
31.0,31,186.916062
28.0,28,186.931683
29.0,29,187.324157
12.0,12,187.324157
39.0,39,187.340145
33.0,33,187.340145
45.0,45,187.355773
15.0,15,187.355773
11.0,11,187.355773
27.0,27,187.371604
48.0,48,187.371604
11.0,11,187.371604
78.0,78,187.732679
14.0,14,187.748301
15.0,15,187.748301
14.0,14,187.748301
12.0,12,187.748301
14.0,14,187.748301
12.0,12,187.748301
20.0,20,187.763926
35.0,35,187.763926
53.0,53,188.155205
17.0,17,188.155205
41.0,41,188.170829
12.0,12,188.170829
20.0,20,188.186838
50.0,50,188.186838
94.0,94,188.218089
12.0,12,188.218089
13.0,13,188.563639
12.0,12,188.563639
13.0,13,188.563639
22.0,22,188.57936
22.0,22,188.57936
22.0,22,188.57936
15.0,15,188.594988
16.0,16,188.594988
40.0,40,188.594988
25.0,25,188.611086
13.0,13,188.611086
92.0,92,188.987961
13.0,13,188.987961
12.0,12,188.987961
14.0,14,188.987961
12.0,12,188.987961
12.0,12,189.003568
25.0,25,189.003568
42.0,42,189.019422
20.0,20,189.035045
37.0,37,189.050989
13.0,13,189.066964
20.0,20,189.6009
29.0,29,189.616524
14.0,14,189.616524
11.0,11,189.616524
15.0,15,189.616524
12.0,12,189.632633
18.0,18,189.632633
24.0,24,189.632633
26.0,26,189.632633
19.0,19,189.648263
15.0,15,189.648263
10.0,10,189.648263
29.0,29,189.664223
21.0,21,189.680183
14.0,14,190.228332
32.0,32,190.243955
34.0,34,190.243955
26.0,26,190.259577
11.0,11,190.259577
18.0,18,190.259577
16.0,16,190.259577
36.0,36,190.2752
10.0,10,190.2752
20.0,20,190.2752
13.0,13,190.290825
15.0,15,190.290825
12.0,12,190.290825
12.0,12,190.620443
19.0,19,190.620443
9.0,9,190.620443
21.0,21,190.620443
82.0,82,190.636171
11.0,11,190.651799
72.0,72,190.667422
10.0,10,190.667422
16.0,16,190.667422
36.0,36,191.029271
16.0,16,191.029271
13.0,13,191.029271
14.0,14,191.029271
15.0,15,191.044894
19.0,19,191.044894
21.0,21,191.044894
16.0,16,191.06062
31.0,31,191.06062
11.0,11,191.06062
41.0,41,191.07632
91.0,91,191.420038
15.0,15,191.420038
17.0,17,191.435661
16.0,16,191.435661
10.0,10,191.435661
55.0,55,191.451284
47.0,47,191.466907
49.0,49,191.796701
18.0,18,191.796701
115.0,115,191.828203
86.0,86,191.859439
32.0,32,192.203419
18.0,18,192.203419
20.0,20,192.219043
27.0,27,192.219043
17.0,17,192.219043
10.0,10,192.219043
23.0,23,192.234665
11.0,11,192.234665
15.0,15,192.234665
13.0,13,192.234665
51.0,51,192.250288
14.0,14,192.265911
14.0,14,192.265911
46.0,46,192.641814
34.0,34,192.641814
23.0,23,192.65753
10.0,10,192.65753
14.0,14,192.65753
13.0,13,192.65753
86.0,86,192.673347
11.0,11,192.688976
73.0,73,193.034051
12.0,12,193.034051
91.0,91,193.049673
20.0,20,193.065297
14.0,14,193.065297
20.0,20,193.065297
11.0,11,193.065297
21.0,21,193.081204
23.0,23,193.081204
98.0,98,193.458936
58.0,58,193.490237
68.0,68,193.537107
47.0,47,193.930649
61.0,61,193.946269
11.0,11,193.946269
12.0,12,193.946269
39.0,39,193.961893
14.0,14,193.977515
39.0,39,193.977515
12.0,12,193.977515
14.0,14,193.993139
45.0,45,193.993139
20.0,20,194.354755
15.0,15,194.354755
33.0,33,194.370715
16.0,16,194.370715
25.0,25,194.386628
18.0,18,194.386628
18.0,18,194.386628
19.0,19,194.402719
16.0,16,194.402719
18.0,18,194.402719
23.0,23,194.402719
12.0,12,194.418273
13.0,13,194.418273
15.0,15,194.843138
27.0,27,194.859915
27.0,27,194.859915
44.0,44,194.874423
14.0,14,194.874423
77.0,77,194.905673
79.0,79,195.29803
83.0,83,195.329766
54.0,54,195.345647
34.0,34,195.345647
54.0,54,195.361269
18.0,18,195.705821
29.0,29,195.705821
37.0,37,195.721446
63.0,63,195.737067
10.0,10,195.737067
