#{"t_start": 1784182486.7544653, "env_id": "CartPole-v1"}
r,l,t
15.0,15,102.520568
28.0,28,102.536391
95.0,95,102.536391
12.0,12,102.866174
20.0,20,102.866174
19.0,19,102.866174
22.0,22,102.881804
10.0,10,102.881804
15.0,15,102.881804
20.0,20,102.881804
37.0,37,102.897427
16.0,16,102.897427
12.0,12,102.897427
19.0,19,102.913316
18.0,18,102.913316
16.0,16,102.929364
14.0,14,102.929364
26.0,26,103.337561
13.0,13,103.353184
16.0,16,103.353184
22.0,22,103.353184
29.0,29,103.353184
30.0,30,103.368807
16.0,16,103.368807
11.0,11,103.368807
13.0,13,103.368807
13.0,13,103.368807
20.0,20,103.384529
19.0,19,103.384529
18.0,18,103.384529
18.0,18,103.713406
14.0,14,103.72902
33.0,33,103.72902
21.0,21,103.745117
11.0,11,103.745117
11.0,11,103.745117
86.0,86,103.776612
24.0,24,103.79223
18.0,18,103.79223
27.0,27,103.807854
12.0,12,104.138269
37.0,37,104.138269
17.0,17,104.153889
13.0,13,104.153889
12.0,12,104.153889
19.0,19,104.153889
17.0,17,104.153889
17.0,17,104.153889
13.0,13,104.153889
21.0,21,104.169777
15.0,15,104.169777
19.0,19,104.169777
16.0,16,104.169777
15.0,15,104.169777
16.0,16,104.185685
27.0,27,104.56405
15.0,15,104.579673
17.0,17,104.579673
18.0,18,104.595584
9.0,9,104.595584
12.0,12,104.595584
12.0,12,104.611196
19.0,19,104.611196
12.0,12,104.611196
10.0,10,104.626821
11.0,11,104.626821
14.0,14,104.626821
15.0,15,104.642444
11.0,11,104.642444
70.0,70,105.098214
17.0,17,105.098214
11.0,11,105.098214
16.0,16,105.113827
17.0,17,105.113827
18.0,18,105.113827
20.0,20,105.113827
13.0,13,105.129458
17.0,17,105.129458
15.0,15,105.129458
16.0,16,105.129458
23.0,23,105.129458
20.0,20,105.145563
51.0,51,105.475714
20.0,20,105.475714
29.0,29,105.475714
14.0,14,105.475714
54.0,54,105.491775
14.0,14,105.491775
14.0,14,105.491775
12.0,12,105.491775
11.0,11,105.491775
19.0,19,105.507856
18.0,18,105.507856
19.0,19,105.507856
19.0,19,105.507856
14.0,14,105.837462
10.0,10,105.837462
14.0,14,105.85331
14.0,14,105.85331
28.0,28,105.85331
61.0,61,105.869394
9.0,9,105.869394
16.0,16,105.869394
35.0,35,105.869394
13.0,13,105.885032
45.0,45,105.900653
19.0,19,106.292966
29.0,29,106.292966
9.0,9,106.308591
42.0,42,106.308591
39.0,39,106.324462
14.0,14,106.324462
29.0,29,106.324462
15.0,15,106.340335
27.0,27,106.340335
46.0,46,106.795555
18.0,18,106.795555
43.0,43,106.811179
19.0,19,106.811179
14.0,14,106.811179
21.0,21,106.811179
48.0,48,106.826801
20.0,20,106.826801
19.0,19,106.826801
34.0,34,106.842424
27.0,27,107.220968
16.0,16,107.220968
22.0,22,107.220968
21.0,21,107.220968
27.0,27,107.237033
16.0,16,107.237033
14.0,14,107.237033
12.0,12,107.237033
35.0,35,107.237033
14.0,14,107.252581
10.0,10,107.252581
10.0,10,107.252581
19.0,19,107.268207
16.0,16,107.283829
14.0,14,107.644262
34.0,34,107.644262
18.0,18,107.660271
11.0,11,107.660271
24.0,24,107.660271
14.0,14,107.660271
11.0,11,107.660271
13.0,13,107.675965
17.0,17,107.675965
11.0,11,107.675965
19.0,19,107.675965
11.0,11,107.675965
33.0,33,107.691952
13.0,13,107.691952
24.0,24,108.053253
14.0,14,108.053253
11.0,11,108.053253
13.0,13,108.068877
21.0,21,108.068877
13.0,13,108.068877
13.0,13,108.068877
18.0,18,108.068877
22.0,22,108.0845
24.0,24,108.0845
10.0,10,108.0845
16.0,16,108.0845
24.0,24,108.100123
14.0,14,108.100123
18.0,18,108.100123
9.0,9,108.100123
11.0,11,108.100123
34.0,34,108.541665
50.0,50,108.55757
21.0,21,108.55757
31.0,31,108.573255
63.0,63,108.604516
24.0,24,108.604516
28.0,28,108.620611
18.0,18,109.092432
39.0,39,109.092432
14.0,14,109.108062
67.0,67,109.108062
26.0,26,109.123685
33.0,33,109.123685
36.0,36,109.139308
27.0,27,109.139308
14.0,14,109.485749
15.0,15,109.485749
56.0,56,109.485749
35.0,35,109.501372
48.0,48,109.501372
13.0,13,109.501372
12.0,12,109.516998
116.0,116,109.846409
17.0,17,109.846409
34.0,34,109.862031
12.0,12,109.862031
30.0,30,109.877651
66.0,66,109.877651
14.0,14,109.877651
56.0,56,110.253929
40.0,40,110.269552
17.0,17,110.269552
29.0,29,110.269552
26.0,26,110.285175
11.0,11,110.285175
11.0,11,110.285175
22.0,22,110.285175
27.0,27,110.300799
11.0,11,110.300799
14.0,14,110.300799
39.0,39,110.693432
16.0,16,110.693432
12.0,12,110.709056
12.0,12,110.709056
10.0,10,110.709056
20.0,20,110.709056
16.0,16,110.709056
18.0,18,110.724679
12.0,12,110.724679
16.0,16,110.724679
16.0,16,110.724679
30.0,30,110.740528
32.0,32,110.740528
16.0,16,110.756154
21.0,21,111.086033
16.0,16,111.086033
19.0,19,111.086033
56.0,56,111.101656
33.0,33,111.101656
31.0,31,111.101656
62.0,62,111.117299
51.0,51,111.445809
13.0,13,111.445809
22.0,22,111.445809
18.0,18,111.445809
29.0,29,111.461658
40.0,40,111.461658
17.0,17,111.461658
16.0,16,111.477523
66.0,66,111.477523
13.0,13,111.477523
17.0,17,111.791215
12.0,12,111.791215
17.0,17,111.791215
22.0,22,111.807074
13.0,13,111.807074
14.0,14,111.807074
17.0,17,111.807074
25.0,25,111.807074
19.0,19,111.82309
25.0,25,111.82309
17.0,17,111.82309
12.0,12,111.82309
17.0,17,111.82309
15.0,15,111.839224
23.0,23,112.156248
10.0,10,112.156248
17.0,17,112.156248
13.0,13,112.156248
14.0,14,112.171869
12.0,12,112.171869
11.0,11,112.171869
14.0,14,112.187493
10.0,10,112.187493
11.0,11,112.187493
18.0,18,112.187493
20.0,20,112.203115
19.0,19,112.203115
18.0,18,112.203115
45.0,45,112.203115
25.0,25,112.531669
22.0,22,112.531669
19.0,19,112.531669
14.0,14,112.547399
14.0,14,112.547399
13.0,13,112.547399
22.0,22,112.547399
22.0,22,112.563028
15.0,15,112.563028
18.0,18,112.563028
12.0,12,112.563028
12.0,12,112.563028
19.0,19,112.578651
21.0,21,112.578651
11.0,11,112.578651
17.0,17,112.925214
28.0,28,112.925214
15.0,15,112.925214
12.0,12,112.941137
16.0,16,112.941137
12.0,12,112.941137
19.0,19,112.941137
77.0,77,112.957111
10.0,10,112.957111
19.0,19,112.972812
20.0,20,112.972812
19.0,19,112.972812
20.0,20,113.350346
28.0,28,113.350346
18.0,18,113.350346
27.0,27,113.366242
13.0,13,113.366242
14.0,14,113.366242
21.0,21,113.366242
19.0,19,113.366242
20.0,20,113.366242
31.0,31,113.381861
28.0,28,113.381861
14.0,14,113.381861
16.0,16,113.838616
18.0,18,113.838616
10.0,10,113.854496
18.0,18,113.854496
20.0,20,113.854496
40.0,40,113.854496
14.0,14,113.870359
12.0,12,113.870359
40.0,40,113.870359
12.0,12,113.870359
20.0,20,113.885982
32.0,32,113.885982
16.0,16,114.341559
27.0,27,114.357421
23.0,23,114.357421
15.0,15,114.357421
22.0,22,114.357421
9.0,9,114.373044
30.0,30,114.373044
31.0,31,114.373044
22.0,22,114.388953
29.0,29,114.388953
22.0,22,114.388953
15.0,15,114.388953
13.0,13,114.782236
19.0,19,114.782236
13.0,13,114.797859
11.0,11,114.797859
21.0,21,114.797859
17.0,17,114.813482
18.0,18,114.813482
22.0,22,114.829105
30.0,30,114.829105
30.0,30,114.844729
13.0,13,114.844729
11.0,11,114.844729
13.0,13,114.844729
12.0,12,114.844729
13.0,13,114.860352
38.0,38,115.190728
11.0,11,115.190728
47.0,47,115.190728
11.0,11,115.206351
18.0,18,115.206351
10.0,10,115.206351
10.0,10,115.206351
15.0,15,115.206351
16.0,16,115.221975
20.0,20,115.221975
14.0,14,115.221975
30.0,30,115.237599
17.0,17,115.237599
11.0,11,115.665313
17.0,17,115.665313
15.0,15,115.665313
19.0,19,115.665313
16.0,16,115.681296
14.0,14,115.681296
25.0,25,115.681296
11.0,11,115.681296
38.0,38,115.69718
22.0,22,115.713029
13.0,13,115.713029
10.0,10,115.713029
39.0,39,115.728961
17.0,17,116.028919
16.0,16,116.044804
13.0,13,116.044804
39.0,39,116.044804
13.0,13,116.060426
52.0,52,116.060426
12.0,12,116.076049
34.0,34,116.076049
16.0,16,116.076049
11.0,11,116.076049
60.0,60,116.437328
14.0,14,116.437328
16.0,16,116.437328
29.0,29,116.437328
15.0,15,116.452952
29.0,29,116.452952
27.0,27,116.452952
11.0,11,116.452952
19.0,19,116.468575
11.0,11,116.468575
31.0,31,116.468575
14.0,14,116.484199
12.0,12,116.484199
10.0,10,116.484199
13.0,13,116.828482
14.0,14,116.828482
15.0,15,116.828482
10.0,10,116.828482
12.0,12,116.844389
14.0,14,116.844389
16.0,16,116.844389
11.0,11,116.844389
13.0,13,116.844389
12.0,12,116.844389
22.0,22,116.860326
13.0,13,116.860326
15.0,15,116.860326
16.0,16,116.860326
20.0,20,116.875952
13.0,13,116.875952
16.0,16,116.875952
25.0,25,117.221088
14.0,14,117.236936
12.0,12,117.236936
21.0,21,117.236936
12.0,12,117.236936
18.0,18,117.236936
23.0,23,117.253049
12.0,12,117.253049
10.0,10,117.253049
16.0,16,117.253049
31.0,31,117.268879
14.0,14,117.268879
13.0,13,117.268879
38.0,38,117.268879
75.0,75,117.614702
15.0,15,117.614702
13.0,13,117.630571
83.0,83,117.646354
17.0,17,117.646354
56.0,56,117.646354
26.0,26,117.976569
36.0,36,117.992452
39.0,39,117.992452
12.0,12,118.008068
37.0,37,118.008068
21.0,21,118.008068
19.0,19,118.008068
25.0,25,118.024139
18.0,18,118.024139
10.0,10,118.024139
17.0,17,118.024139
14.0,14,118.482844
20.0,20,118.498464
57.0,57,118.498464
41.0,41,118.514346
46.0,46,118.514346
75.0,75,118.529974
24.0,24,118.923794
44.0,44,118.939728
32.0,32,118.955675
9.0,9,118.955675
12.0,12,118.955675
14.0,14,118.955675
17.0,17,118.971627
13.0,13,118.971627
14.0,14,118.971627
25.0,25,118.971627
31.0,31,118.98725
15.0,15,118.98725
14.0,14,118.98725
17.0,17,119.364066
12.0,12,119.364066
10.0,10,119.364066
21.0,21,119.364066
11.0,11,119.364066
13.0,13,119.37996
25.0,25,119.37996
15.0,15,119.37996
15.0,15,119.37996
22.0,22,119.395986
11.0,11,119.395986
31.0,31,119.395986
20.0,20,119.395986
18.0,18,119.411615
14.0,14,119.411615
27.0,27,119.74055
65.0,65,119.74055
12.0,12,119.756172
25.0,25,119.758689
54.0,54,119.758689
63.0,63,119.772211
19.0,19,120.163817
17.0,17,120.163817
12.0,12,120.163817
26.0,26,120.163817
16.0,16,120.179855
11.0,11,120.179855
29.0,29,120.179855
18.0,18,120.179855
12.0,12,120.19561
20.0,20,120.19561
13.0,13,120.19561
13.0,13,120.19561
27.0,27,120.211302
27.0,27,120.211302
34.0,34,120.556807
12.0,12,120.556807
16.0,16,120.556807
17.0,17,120.556807
16.0,16,120.556807
13.0,13,120.574324
13.0,13,120.574324
26.0,26,120.574324
14.0,14,120.588333
14.0,14,120.588333
18.0,18,120.588333
11.0,11,120.588333
26.0,26,120.603961
10.0,10,120.603961
38.0,38,120.932052
11.0,11,120.932052
18.0,18,120.932052
62.0,62,120.947982
16.0,16,120.947982
21.0,21,120.947982
12.0,12,120.963904
16.0,16,120.963904
10.0,10,120.963904
20.0,20,120.963904
23.0,23,120.963904
27.0,27,120.979865
20.0,20,121.310066
18.0,18,121.310066
112.0,112,121.341312
11.0,11,121.341312
25.0,25,121.341312
12.0,12,121.341312
14.0,14,121.341312
63.0,63,121.751227
23.0,23,121.751227
10.0,10,121.751227
48.0,48,121.751227
18.0,18,121.766831
15.0,15,121.766831
12.0,12,121.766831
16.0,16,121.766831
20.0,20,121.766831
10.0,10,121.782456
22.0,22,121.782456
14.0,14,121.782456
29.0,29,121.782456
17.0,17,122.111624
55.0,55,122.132829
13.0,13,122.132829
19.0,19,122.14334
17.0,17,122.148853
73.0,73,122.159364
18.0,18,122.174993
14.0,14,122.174993
19.0,19,122.174993
11.0,11,122.191022
14.0,14,122.505593
19.0,19,122.505593
33.0,33,122.505593
44.0,44,122.521584
10.0,10,122.521584
10.0,10,122.521584
22.0,22,122.537459
12.0,12,122.537459
13.0,13,122.537459
14.0,14,122.537459
12.0,12,122.537459
12.0,12,122.554572
12.0,12,122.556786
10.0,10,122.556786
15.0,15,122.556786
35.0,35,122.962451
21.0,21,122.962451
18.0,18,122.962451
15.0,15,122.979141
22.0,22,122.979141
12.0,12,122.979141
14.0,14,122.979141
12.0,12,122.994147
13.0,13,122.994147
22.0,22,122.994147
34.0,34,122.994147
12.0,12,123.010007
29.0,29,123.010007
19.0,19,123.372329
13.0,13,123.372329
10.0,10,123.372329
16.0,16,123.372329
42.0,42,123.387947
16.0,16,123.387947
18.0,18,123.387947
27.0,27,123.40357
15.0,15,123.40357
17.0,17,123.40357
21.0,21,123.40357
13.0,13,123.40357
13.0,13,123.419193
10.0,10,123.419193
11.0,11,123.419193
14.0,14,123.781973
21.0,21,123.781973
12.0,12,123.781973
25.0,25,123.797942
12.0,12,123.797942
9.0,9,123.797942
18.0,18,123.797942
13.0,13,123.813564
15.0,15,123.813564
40.0,40,123.82919
12.0,12,123.844814
12.0,12,123.844814
15.0,15,123.844814
14.0,14,123.860437
51.0,51,124.255113
14.0,14,124.255113
16.0,16,124.270722
40.0,40,124.270722
13.0,13,124.270722
16.0,16,124.270722
15.0,15,124.286274
22.0,22,124.286274
11.0,11,124.286274
14.0,14,124.286274
14.0,14,124.301898
70.0,70,124.694387
16.0,16,124.694387
18.0,18,124.710011
38.0,38,124.710011
23.0,23,124.710011
11.0,11,124.725847
32.0,32,124.725847
12.0,12,124.725847
12.0,12,124.725847
23.0,23,124.725847
32.0,32,124.74174
22.0,22,124.74174
20.0,20,125.072618
16.0,16,125.072618
11.0,11,125.072618
27.0,27,125.072618
19.0,19,125.088496
30.0,30,125.088496
11.0,11,125.088496
22.0,22,125.088496
10.0,10,125.088496
14.0,14,125.104106
12.0,12,125.104106
18.0,18,125.104106
15.0,15,125.104106
19.0,19,125.104106
105.0,105,125.435154
17.0,17,125.435154
16.0,16,125.451038
59.0,59,125.451038
88.0,88,125.783302
11.0,11,125.799178
12.0,12,125.799178
81.0,81,125.814797
15.0,15,125.814797
13.0,13,125.814797
13.0,13,125.814797
12.0,12,125.830421
16.0,16,125.830421
12.0,12,125.830421
24.0,24,125.830421
17.0,17,125.830421
77.0,77,126.174134
61.0,61,126.189757
18.0,18,126.189757
17.0,17,126.189757
12.0,12,126.205554
22.0,22,126.205554
14.0,14,126.205554
63.0,63,126.53431
22.0,22,126.549933
13.0,13,126.549933
12.0,12,126.549933
48.0,48,126.549933
37.0,37,126.565557
16.0,16,126.565557
14.0,14,126.565557
17.0,17,126.565557
16.0,16,126.581448
13.0,13,126.581448
37.0,37,126.913148
19.0,19,126.913148
23.0,23,126.928771
16.0,16,126.928771
16.0,16,126.928771
13.0,13,126.928771
10.0,10,126.944394
27.0,27,126.944394
17.0,17,126.944394
14.0,14,126.944394
22.0,22,126.960017
18.0,18,126.960017
14.0,14,126.960017
125.0,125,127.321007
34.0,34,127.321007
23.0,23,127.336631
35.0,35,127.336631
13.0,13,127.336631
12.0,12,127.336631
27.0,27,127.35242
13.0,13,127.35242
31.0,31,127.682506
9.0,9,127.682506
20.0,20,127.698135
23.0,23,127.698135
36.0,36,127.713759
21.0,21,127.713759
24.0,24,127.713759
12.0,12,127.729459
13.0,13,127.729459
95.0,95,128.107767
16.0,16,128.107767
17.0,17,128.107767
16.0,16,128.123399
22.0,22,128.123399
11.0,11,128.123399
23.0,23,128.123399
19.0,19,128.139083
12.0,12,128.139083
24.0,24,128.139083
15.0,15,128.154713
24.0,24,128.154713
15.0,15,128.154713
56.0,56,128.532244
19.0,19,128.532244
16.0,16,128.548082
43.0,43,128.548082
48.0,48,128.563705
49.0,49,128.563705
18.0,18,128.563705
11.0,11,128.579677
14.0,14,128.579677
75.0,75,128.926007
37.0,37,128.941629
21.0,21,128.941629
28.0,28,128.941629
15.0,15,128.941629
90.0,90,128.972875
12.0,12,129.318903
26.0,26,129.334749
16.0,16,129.334749
16.0,16,129.334749
17.0,17,129.35037
11.0,11,129.35037
20.0,20,129.35037
14.0,14,129.35037
26.0,26,129.366222
20.0,20,129.366222
11.0,11,129.366222
26.0,26,129.366222
18.0,18,129.382117
92.0,92,129.774611
26.0,26,129.774611
19.0,19,129.774611
15.0,15,129.790231
12.0,12,129.790231
14.0,14,129.790231
22.0,22,129.790231
10.0,10,129.806186
11.0,11,129.806186
13.0,13,129.806186
21.0,21,129.806186
13.0,13,129.806186
20.0,20,130.199764
13.0,13,130.199764
23.0,23,130.199764
29.0,29,130.215589
12.0,12,130.215589
12.0,12,130.215589
23.0,23,130.215589
14.0,14,130.231434
14.0,14,130.231434
16.0,16,130.231434
10.0,10,130.231434
14.0,14,130.247323
18.0,18,130.247323
13.0,13,130.262956
14.0,14,130.262956
16.0,16,130.278579
12.0,12,130.278579
10.0,10,130.68529
15.0,15,130.68529
13.0,13,130.68529
12.0,12,130.68529
13.0,13,130.701391
21.0,21,130.701391
14.0,14,130.701391
14.0,14,130.717023
16.0,16,130.717023
32.0,32,130.717023
44.0,44,130.732913
13.0,13,130.732913
16.0,16,130.748582
26.0,26,131.048802
36.0,36,131.064424
14.0,14,131.064424
17.0,17,131.064424
15.0,15,131.064424
11.0,11,131.080047
12.0,12,131.080047
13.0,13,131.080047
23.0,23,131.080047
15.0,15,131.080047
43.0,43,131.095671
26.0,26,131.095671
54.0,54,131.632939
14.0,14,131.632939
10.0,10,131.632939
15.0,15,131.632939
16.0,16,131.632939
10.0,10,131.632939
29.0,29,131.64856
17.0,17,131.64856
14.0,14,131.64856
15.0,15,131.64856
15.0,15,131.664183
24.0,24,131.664183
11.0,11,131.664183
21.0,21,131.664183
14.0,14,131.679808
17.0,17,132.008661
15.0,15,132.008661
13.0,13,132.008661
14.0,14,132.008661
14.0,14,132.008661
15.0,15,132.02474
19.0,19,132.02474
60.0,60,132.040367
12.0,12,132.040367
13.0,13,132.040367
24.0,24,132.040367
11.0,11,132.040367
11.0,11,132.040367
16.0,16,132.056297
22.0,22,132.480938
24.0,24,132.480938
14.0,14,132.496561
96.0,96,132.512184
24.0,24,132.512184
16.0,16,132.512184
11.0,11,132.527808
13.0,13,132.527808
35.0,35,132.527808
9.0,9,132.970878
10.0,10,132.97921
11.0,11,132.983494
18.0,18,133.024914
17.0,17,133.024914
18.0,18,133.041073
14.0,14,133.046826
14.0,14,133.051632
33.0,33,133.059457
23.0,23,133.069534
11.0,11,133.074808
19.0,19,133.083758
16.0,16,133.087209
11.0,11,133.087209
11.0,11,133.087209
24.0,24,133.096716
22.0,22,133.409814
69.0,69,133.425849
24.0,24,133.441483
14.0,14,133.441483
17.0,17,133.441483
10.0,10,133.441483
22.0,22,133.441483
41.0,41,133.45737
23.0,23,133.45737
9.0,9,133.45737
15.0,15,133.83441
19.0,19,133.850033
39.0,39,133.865659
12.0,12,133.881706
14.0,14,133.881706
12.0,12,133.897343
12.0,12,133.897343
68.0,68,133.913115
46.0,46,133.928745
31.0,31,134.321846
18.0,18,134.337709
94.0,94,134.353323
10.0,10,134.353323
10.0,10,134.353323
12.0,12,134.368946
17.0,17,134.368946
105.0,105,134.698323
9.0,9,134.698323
10.0,10,134.698323
41.0,41,134.729227
15.0,15,134.729227
101.0,101,134.776839
101.0,101,135.200629
18.0,18,135.200629
13.0,13,135.200629
17.0,17,135.216519
16.0,16,135.216519
16.0,16,135.216519
88.0,88,135.247746
50.0,50,135.26337
19.0,19,135.576143
55.0,55,135.591842
15.0,15,135.591842
26.0,26,135.591842
39.0,39,135.607475
14.0,14,135.607475
10.0,10,135.607475
18.0,18,135.623233
14.0,14,135.623233
15.0,15,135.638867
11.0,11,135.638867
16.0,16,135.638867
12.0,12,135.967348
17.0,17,135.967348
11.0,11,135.982971
10.0,10,135.982971
15.0,15,135.982971
32.0,32,135.982971
32.0,32,135.998883
17.0,17,135.998883
14.0,14,135.998883
11.0,11,136.014939
18.0,18,136.014939
38.0,38,136.030561
12.0,12,136.030561
37.0,37,136.391057
11.0,11,136.391057
11.0,11,136.406681
77.0,77,136.406681
16.0,16,136.422304
11.0,11,136.422304
31.0,31,136.422304
9.0,9,136.438216
14.0,14,136.438216
20.0,20,136.454122
12.0,12,136.454122
20.0,20,136.470226
30.0,30,136.861745
36.0,36,136.861745
31.0,31,136.877368
65.0,65,136.877368
27.0,27,136.893244
50.0,50,136.90887
18.0,18,136.924493
19.0,19,137.254185
26.0,26,137.254185
13.0,13,137.254185
16.0,16,137.254185
54.0,54,137.269805
27.0,27,137.285698
22.0,22,137.285698
37.0,37,137.285698
44.0,44,137.301327
17.0,17,137.678314
14.0,14,137.678314
91.0,91,137.694262
16.0,16,137.709881
13.0,13,137.709881
10.0,10,137.709881
23.0,23,137.709881
16.0,16,137.709881
12.0,12,137.725764
15.0,15,137.725764
13.0,13,137.725764
21.0,21,137.725764
21.0,21,138.151051
19.0,19,138.151051
13.0,13,138.151051
14.0,14,138.151051
14.0,14,138.151051
12.0,12,138.166681
17.0,17,138.166681
50.0,50,138.166681
13.0,13,138.18273
15.0,15,138.18273
11.0,11,138.18273
28.0,28,138.18273
17.0,17,138.198364
15.0,15,138.198364
45.0,45,138.51225
13.0,13,138.51225
23.0,23,138.51225
13.0,13,138.528044
18.0,18,138.528044
17.0,17,138.528044
17.0,17,138.528044
14.0,14,138.528044
11.0,11,138.543885
22.0,22,138.543885
27.0,27,138.543885
15.0,15,138.559801
64.0,64,138.906348
16.0,16,138.906348
10.0,10,138.906348
17.0,17,138.92229
13.0,13,138.92229
21.0,21,138.92229
12.0,12,138.92229
19.0,19,138.93812
33.0,33,138.93812
14.0,14,138.93812
14.0,14,138.953946
13.0,13,138.953946
11.0,11,138.969574
16.0,16,138.969574
12.0,12,139.409116
18.0,18,139.409116
9.0,9,139.409116
12.0,12,139.409116
14.0,14,139.424979
16.0,16,139.424979
24.0,24,139.424979
13.0,13,139.424979
12.0,12,139.424979
21.0,21,139.440609
27.0,27,139.440609
9.0,9,139.440609
19.0,19,139.440609
11.0,11,139.45643
15.0,15,139.45643
15.0,15,139.45643
36.0,36,139.785372
17.0,17,139.785372
18.0,18,139.785372
16.0,16,139.785372
35.0,35,139.801311
17.0,17,139.801311
13.0,13,139.801311
13.0,13,139.816929
22.0,22,139.816929
22.0,22,139.816929
98.0,98,140.19348
30.0,30,140.209104
13.0,13,140.209104
12.0,12,140.209104
12.0,12,140.209104
18.0,18,140.209104
21.0,21,140.224725
12.0,12,140.224725
16.0,16,140.224725
19.0,19,140.224725
11.0,11,140.240353
25.0,25,140.240353
14.0,14,140.240353
13.0,13,140.240353
12.0,12,140.634661
13.0,13,140.634661
15.0,15,140.650499
13.0,13,140.650499
11.0,11,140.650499
19.0,19,140.650499
36.0,36,140.666116
16.0,16,140.666116
18.0,18,140.666116
16.0,16,140.681739
29.0,29,140.681739
12.0,12,140.681739
15.0,15,140.681739
22.0,22,140.681739
40.0,40,141.042742
18.0,18,141.042742
11.0,11,141.042742
38.0,38,141.058365
18.0,18,141.058365
16.0,16,141.073987
21.0,21,141.073987
9.0,9,141.073987
94.0,94,141.089612
15.0,15,141.499567
16.0,16,141.499567
18.0,18,141.499567
20.0,20,141.51519
10.0,10,141.51519
10.0,10,141.51519
26.0,26,141.530814
30.0,30,141.530814
24.0,24,141.546436
76.0,76,141.593824
14.0,14,141.593824
12.0,12,141.954471
16.0,16,141.954471
17.0,17,141.954471
11.0,11,141.970361
14.0,14,141.970361
14.0,14,141.970361
23.0,23,141.970361
23.0,23,141.970361
21.0,21,141.986164
13.0,13,141.986164
11.0,11,141.986164
18.0,18,141.986164
13.0,13,142.002145
14.0,14,142.002145
13.0,13,142.002145
16.0,16,142.002145
13.0,13,142.347639
18.0,18,142.347639
13.0,13,142.347639
12.0,12,142.347639
20.0,20,142.363259
12.0,12,142.363259
15.0,15,142.363259
11.0,11,142.363259
16.0,16,142.363259
19.0,19,142.363259
10.0,10,142.378989
13.0,13,142.378989
18.0,18,142.378989
27.0,27,142.378989
23.0,23,142.395009
18.0,18,142.395009
16.0,16,142.868191
38.0,38,142.884203
22.0,22,142.884203
12.0,12,142.884203
13.0,13,142.900099
17.0,17,142.900099
52.0,52,142.916029
14.0,14,142.931661
26.0,26,142.931661
35.0,35,142.947283
15.0,15,142.963003
42.0,42,143.310205
17.0,17,143.310205
16.0,16,143.310205
17.0,17,143.325213
54.0,54,143.335886
21.0,21,143.340892
14.0,14,143.340892
14.0,14,143.340892
20.0,20,143.340892
18.0,18,143.356925
26.0,26,143.671235
16.0,16,143.671235
56.0,56,143.686858
16.0,16,143.686858
10.0,10,143.686858
65.0,65,143.702482
11.0,11,143.702482
16.0,16,143.702482
16.0,16,143.719232
16.0,16,143.719232
9.0,9,143.719232
14.0,14,143.719232
14.0,14,144.032553
21.0,21,144.032553
17.0,17,144.032553
73.0,73,144.048175
16.0,16,144.06405
112.0,112,144.079672
14.0,14,144.520423
15.0,15,144.520423
11.0,11,144.520423
13.0,13,144.520423
19.0,19,144.520423
42.0,42,144.536471
16.0,16,144.536471
27.0,27,144.55224
17.0,17,144.55224
16.0,16,144.55224
15.0,15,144.55224
15.0,15,144.56805
10.0,10,144.56805
16.0,16,144.56805
18.0,18,144.56805
17.0,17,145.057065
17.0,17,145.0727
14.0,14,145.0727
38.0,38,145.103943
15.0,15,145.103943
40.0,40,145.119565
20.0,20,145.13569
19.0,19,145.13569
39.0,39,145.13569
15.0,15,145.151649
14.0,14,145.151649
20.0,20,145.543593
20.0,20,145.559603
29.0,29,145.559603
37.0,37,145.575231
13.0,13,145.575231
16.0,16,145.575231
17.0,17,145.575231
18.0,18,145.575231
101.0,101,145.888801
14.0,14,145.904425
15.0,15,145.904425
12.0,12,145.904425
103.0,103,145.920279
17.0,17,145.936144
16.0,16,145.936144
15.0,15,145.936144
16.0,16,145.936144
54.0,54,146.249677
30.0,30,146.249677
41.0,41,146.265301
20.0,20,146.265301
101.0,101,146.28106
14.0,14,146.296689
24.0,24,146.296689
34.0,34,146.610158
30.0,30,146.625781
19.0,19,146.625781
33.0,33,146.641403
14.0,14,146.641403
28.0,28,146.641403
19.0,19,146.641403
42.0,42,146.657027
25.0,25,146.657027
16.0,16,146.657027
15.0,15,147.017779
27.0,27,147.017779
14.0,14,147.017779
94.0,94,147.033414
14.0,14,147.049256
20.0,20,147.049256
66.0,66,147.064879
11.0,11,147.064879
11.0,11,147.458187
16.0,16,147.473809
24.0,24,147.473809
13.0,13,147.473809
34.0,34,147.48982
26.0,26,147.48982
16.0,16,147.48982
13.0,13,147.48982
31.0,31,147.505768
17.0,17,147.505768
35.0,35,147.505768
12.0,12,147.521857
16.0,16,147.521857
13.0,13,147.883525
22.0,22,147.883525
87.0,87,147.915098
19.0,19,147.915098
25.0,25,147.930999
20.0,20,147.930999
13.0,13,147.946623
37.0,37,147.946623
21.0,21,147.962246
11.0,11,148.419232
9.0,9,148.419232
35.0,35,148.434902
19.0,19,148.450937
9.0,9,148.450937
13.0,13,148.450937
12.0,12,148.450937
19.0,19,148.466565
50.0,50,148.466565
17.0,17,148.466565
13.0,13,148.482188
16.0,16,148.482188
14.0,14,148.497813
9.0,9,148.497813
15.0,15,148.858569
47.0,47,148.874567
14.0,14,148.890182
18.0,18,148.890182
14.0,14,148.905806
113.0,113,148.952676
12.0,12,148.952676
31.0,31,148.952676
10.0,10,149.508108
23.0,23,149.508108
15.0,15,149.508108
10.0,10,149.524044
